	x
6418	ENSG00000101542_ENSG00000243256
6419	ENSG00000184640_ENSG00000266998
6420	ENSG00000264211_ENSG00000186174
6421	ENSG00000172375_ENSG00000172269
6422	ENSG00000132855_ENSG00000116641
6423	ENSG00000232893_ENSG00000132321
6424	ENSG00000144451_ENSG00000197585
6425	ENSG00000224257_ENSG00000197585
6426	ENSG00000170222_ENSG00000133028
6427	ENSG00000227687_ENSG00000174502
6428	ENSG00000243701_ENSG00000239828
6429	ENSG00000226983_ENSG00000227090
6430	ENSG00000226983_ENSG00000230379
6431	ENSG00000226983_ENSG00000237444
6432	ENSG00000261652_ENSG00000256061
6433	ENSG00000149761_ENSG00000149743
6434	ENSG00000198400_ENSG00000027869
6435	ENSG00000198400_ENSG00000027644
6436	ENSG00000205696_ENSG00000185736
6437	ENSG00000112530_ENSG00000185345
6438	ENSG00000221021_ENSG00000185345
6439	ENSG00000227913_ENSG00000185345
6440	ENSG00000260744_ENSG00000129636
6441	ENSG00000260012_ENSG00000129636
6442	ENSG00000261369_ENSG00000129636
6443	ENSG00000102893_ENSG00000129636
6444	ENSG00000263159_ENSG00000162104
6445	ENSG00000175544_ENSG00000175514
6446	ENSG00000165182_ENSG00000184831
6447	ENSG00000144524_ENSG00000156973
6448	ENSG00000226084_ENSG00000142892
6449	ENSG00000228187_ENSG00000142892
6450	ENSG00000143479_ENSG00000237605
6451	ENSG00000259264_ENSG00000137868
6452	ENSG00000068781_ENSG00000138039
6453	ENSG00000068781_ENSG00000239995
6454	ENSG00000172409_ENSG00000166793
6455	ENSG00000170231_ENSG00000247699
6456	ENSG00000257924_ENSG00000264906
6457	ENSG00000140945_ENSG00000260832
6458	ENSG00000140945_ENSG00000261410
6459	ENSG00000140945_ENSG00000222299
6460	ENSG00000140945_ENSG00000261103
6461	ENSG00000140945_ENSG00000259914
6462	ENSG00000141434_ENSG00000265279
6463	ENSG00000167968_ENSG00000259780
6464	ENSG00000167967_ENSG00000259780
6465	ENSG00000233729_ENSG00000176771
6466	ENSG00000226953_ENSG00000176771
6467	ENSG00000252688_ENSG00000176771
6468	ENSG00000223430_ENSG00000176771
6469	ENSG00000254695_ENSG00000254645
6470	ENSG00000252019_ENSG00000131979
6471	ENSG00000249618_ENSG00000222861
6472	ENSG00000223786_ENSG00000218483
6473	ENSG00000107099_ENSG00000183784
6474	ENSG00000237076_ENSG00000233008
6475	ENSG00000230953_ENSG00000121310
6476	ENSG00000258867_ENSG00000258826
6477	ENSG00000260963_ENSG00000249231
6478	ENSG00000261261_ENSG00000249231
6479	ENSG00000163840_ENSG00000138496
6480	ENSG00000231365_ENSG00000116874
6481	ENSG00000154611_ENSG00000188985
6482	ENSG00000248690_ENSG00000170961
6483	ENSG00000173409_ENSG00000252131
6484	ENSG00000139343_ENSG00000165972
6485	ENSG00000205858_ENSG00000171243
6486	ENSG00000230578_ENSG00000224216
6487	ENSG00000248049_ENSG00000187054
6488	ENSG00000127586_ENSG00000127588
6489	ENSG00000148204_ENSG00000119522
6490	ENSG00000246214_ENSG00000154153
6491	ENSG00000259448_ENSG00000259772
6492	ENSG00000116299_ENSG00000179902
6493	ENSG00000235647_ENSG00000176177
6494	ENSG00000226085_ENSG00000176177
6495	ENSG00000181126_ENSG00000176998
6496	ENSG00000258545_ENSG00000233382
6497	ENSG00000244045_ENSG00000109072
6498	ENSG00000258924_ENSG00000109072
6499	ENSG00000116161_ENSG00000120333
6500	ENSG00000152591_ENSG00000249001
6501	ENSG00000205018_ENSG00000129993
6502	ENSG00000253837_ENSG00000134013
6503	ENSG00000242748_ENSG00000174306
6504	ENSG00000261835_ENSG00000259843
6505	ENSG00000155393_ENSG00000259843
6506	ENSG00000196277_ENSG00000236152
6507	ENSG00000196277_ENSG00000237665
6508	ENSG00000196277_ENSG00000236202
6509	ENSG00000152061_ENSG00000227373
6510	ENSG00000152061_ENSG00000238872
6511	ENSG00000152061_ENSG00000237317
6512	ENSG00000152061_ENSG00000223828
6513	ENSG00000152061_ENSG00000231378
6514	ENSG00000152061_ENSG00000235869
6515	ENSG00000065357_ENSG00000258862
6516	ENSG00000198414_ENSG00000183690
6517	ENSG00000243164_ENSG00000258109
6518	ENSG00000215944_ENSG00000258109
6519	ENSG00000257587_ENSG00000258109
6520	ENSG00000054654_ENSG00000221537
6521	ENSG00000227279_ENSG00000170558
6522	ENSG00000196345_ENSG00000214820
6523	ENSG00000252403_ENSG00000230010
6524	ENSG00000154928_ENSG00000253087
6525	ENSG00000154928_ENSG00000201413
6526	ENSG00000154721_ENSG00000154723
6527	ENSG00000164199_ENSG00000176018
6528	ENSG00000164199_ENSG00000259141
6529	ENSG00000164199_ENSG00000249514
6530	ENSG00000172660_ENSG00000172653
6531	ENSG00000214013_ENSG00000103978
6532	ENSG00000234807_ENSG00000232453
6533	ENSG00000261064_ENSG00000223509
6534	ENSG00000181577_ENSG00000237686
6535	ENSG00000267774_ENSG00000183287
6536	ENSG00000264583_ENSG00000255197
6537	ENSG00000165915_ENSG00000255197
6538	ENSG00000255234_ENSG00000137500
6539	ENSG00000251417_ENSG00000240634
6540	ENSG00000123240_ENSG00000235763
6541	ENSG00000168594_ENSG00000250200
6542	ENSG00000168594_ENSG00000265493
6543	ENSG00000168594_ENSG00000250431
6544	ENSG00000123091_ENSG00000233406
6545	ENSG00000163879_ENSG00000134697
6546	ENSG00000249816_ENSG00000255080
6547	ENSG00000242791_ENSG00000070087
6548	ENSG00000182000_ENSG00000070087
6549	ENSG00000241947_ENSG00000070087
6550	ENSG00000240477_ENSG00000070087
6551	ENSG00000051180_ENSG00000245849
6552	ENSG00000121005_ENSG00000254238
6553	ENSG00000257275_ENSG00000100721
6554	ENSG00000235795_ENSG00000117543
6555	ENSG00000233184_ENSG00000117543
6556	ENSG00000258801_ENSG00000257759
6557	ENSG00000234577_ENSG00000131018
6558	ENSG00000226193_ENSG00000131018
6559	ENSG00000202044_ENSG00000131018
6560	ENSG00000233464_ENSG00000131018
6561	ENSG00000145982_ENSG00000220446
6562	ENSG00000145982_ENSG00000218574
6563	ENSG00000186448_ENSG00000233509
6564	ENSG00000111962_ENSG00000227660
6565	ENSG00000111962_ENSG00000236591
6566	ENSG00000266256_ENSG00000266312
6567	ENSG00000109832_ENSG00000255027
6568	ENSG00000263906_ENSG00000255027
6569	ENSG00000074582_ENSG00000115568
6570	ENSG00000113658_ENSG00000164621
6571	ENSG00000214814_ENSG00000254000
6572	ENSG00000214814_ENSG00000181171
6573	ENSG00000214814_ENSG00000254249
6574	ENSG00000154914_ENSG00000265349
6575	ENSG00000267422_ENSG00000189144
6576	ENSG00000162543_ENSG00000225986
6577	ENSG00000212101_ENSG00000091844
6578	ENSG00000253049_ENSG00000091181
6579	ENSG00000267511_ENSG00000167306
6580	ENSG00000267591_ENSG00000167306
6581	ENSG00000136275_ENSG00000136273
6582	ENSG00000136275_ENSG00000158683
6583	ENSG00000184055_ENSG00000187811
6584	ENSG00000255562_ENSG00000187811
6585	ENSG00000116273_ENSG00000162413
6586	ENSG00000182329_ENSG00000222035
6587	ENSG00000182329_ENSG00000265757
6588	ENSG00000182329_ENSG00000231903
6589	ENSG00000170242_ENSG00000255492
6590	ENSG00000111218_ENSG00000256691
6591	ENSG00000258989_ENSG00000250548
6592	ENSG00000114735_ENSG00000088543
6593	ENSG00000203886_ENSG00000148795
6594	ENSG00000249710_ENSG00000145358
6595	ENSG00000185837_ENSG00000069998
6596	ENSG00000151465_ENSG00000165609
6597	ENSG00000123364_ENSG00000249641
6598	ENSG00000113312_ENSG00000223908
6599	ENSG00000113312_ENSG00000170234
6600	ENSG00000241278_ENSG00000241288
6601	ENSG00000207186_ENSG00000176946
6602	ENSG00000168397_ENSG00000176946
6603	ENSG00000236341_ENSG00000021852
6604	ENSG00000236341_ENSG00000173406
6605	ENSG00000235009_ENSG00000231367
6606	ENSG00000213553_ENSG00000231367
6607	ENSG00000256757_ENSG00000149295
6608	ENSG00000250616_ENSG00000090238
6609	ENSG00000054282_ENSG00000224727
6610	ENSG00000138792_ENSG00000250511
6611	ENSG00000239144_ENSG00000186094
6612	ENSG00000230114_ENSG00000186094
6613	ENSG00000215887_ENSG00000186094
6614	ENSG00000221746_ENSG00000186094
6615	ENSG00000227839_ENSG00000186094
6616	ENSG00000233595_ENSG00000186094
6617	ENSG00000177707_ENSG00000242242
6618	ENSG00000254019_ENSG00000022567
6619	ENSG00000266535_ENSG00000108684
6620	ENSG00000265697_ENSG00000108684
6621	ENSG00000265125_ENSG00000108684
6622	ENSG00000265115_ENSG00000108684
6623	ENSG00000264643_ENSG00000108684
6624	ENSG00000265689_ENSG00000108684
6625	ENSG00000263435_ENSG00000108684
6626	ENSG00000264791_ENSG00000108684
6627	ENSG00000263571_ENSG00000108684
6628	ENSG00000263383_ENSG00000108684
6629	ENSG00000188227_ENSG00000180458
6630	ENSG00000228917_ENSG00000143217
6631	ENSG00000088538_ENSG00000228337
6632	ENSG00000088538_ENSG00000213587
6633	ENSG00000088538_ENSG00000235278
6634	ENSG00000088538_ENSG00000240959
6635	ENSG00000200475_ENSG00000150086
6636	ENSG00000262332_ENSG00000091262
6637	ENSG00000156097_ENSG00000254942
6638	ENSG00000231357_ENSG00000146535
6639	ENSG00000231416_ENSG00000143552
6640	ENSG00000231837_ENSG00000143552
6641	ENSG00000265359_ENSG00000187242
6642	ENSG00000152078_ENSG00000206679
6643	ENSG00000082497_ENSG00000203706
6644	ENSG00000146433_ENSG00000218226
6645	ENSG00000256826_ENSG00000256525
6646	ENSG00000198711_ENSG00000157216
6647	ENSG00000247775_ENSG00000145335
6648	ENSG00000226051_ENSG00000233313
6649	ENSG00000226051_ENSG00000165655
6650	ENSG00000226051_ENSG00000223428
6651	ENSG00000152133_ENSG00000055332
6652	ENSG00000140577_ENSG00000259212
6653	ENSG00000169902_ENSG00000179406
6654	ENSG00000222364_ENSG00000179406
6655	ENSG00000107104_ENSG00000264949
6656	ENSG00000107104_ENSG00000227914
6657	ENSG00000166192_ENSG00000066933
6658	ENSG00000267260_ENSG00000267353
6659	ENSG00000141013_ENSG00000003249
6660	ENSG00000141013_ENSG00000221819
6661	ENSG00000188732_ENSG00000234286
6662	ENSG00000154768_ENSG00000129270
6663	ENSG00000257045_ENSG00000119042
6664	ENSG00000225953_ENSG00000119042
6665	ENSG00000242808_ENSG00000241231
6666	ENSG00000055163_ENSG00000135074
6667	ENSG00000172548_ENSG00000135074
6668	ENSG00000253155_ENSG00000135074
6669	ENSG00000253519_ENSG00000135074
6670	ENSG00000087263_ENSG00000167005
6671	ENSG00000251443_ENSG00000250697
6672	ENSG00000152556_ENSG00000079387
6673	ENSG00000249406_ENSG00000263176
6674	ENSG00000251085_ENSG00000263176
6675	ENSG00000114395_ENSG00000114388
6676	ENSG00000093010_ENSG00000099889
6677	ENSG00000111783_ENSG00000257711
6678	ENSG00000111783_ENSG00000257918
6679	ENSG00000122711_ENSG00000107262
6680	ENSG00000198382_ENSG00000255507
6681	ENSG00000215099_ENSG00000108561
6682	ENSG00000075884_ENSG00000231758
6683	ENSG00000235919_ENSG00000116539
6684	ENSG00000183018_ENSG00000132382
6685	ENSG00000256862_ENSG00000111224
6686	ENSG00000196557_ENSG00000260403
6687	ENSG00000196557_ENSG00000259910
6688	ENSG00000196557_ENSG00000261294
6689	ENSG00000166833_ENSG00000200687
6690	ENSG00000166833_ENSG00000255043
6691	ENSG00000166833_ENSG00000254622
6692	ENSG00000166833_ENSG00000207407
6693	ENSG00000166833_ENSG00000264309
6694	ENSG00000166833_ENSG00000254542
6695	ENSG00000166833_ENSG00000254894
6696	ENSG00000221857_ENSG00000153902
6697	ENSG00000134030_ENSG00000267762
6698	ENSG00000204147_ENSG00000148584
6699	ENSG00000223973_ENSG00000172965
6700	ENSG00000261335_ENSG00000182534
6701	ENSG00000241186_ENSG00000163827
6702	ENSG00000231877_ENSG00000215808
6703	ENSG00000233060_ENSG00000226505
6704	ENSG00000176593_ENSG00000166704
6705	ENSG00000267668_ENSG00000141141
6706	ENSG00000257327_ENSG00000214198
6707	ENSG00000203543_ENSG00000197579
6708	ENSG00000255867_ENSG00000170456
6709	ENSG00000255867_ENSG00000252390
6710	ENSG00000255867_ENSG00000231788
6711	ENSG00000130226_ENSG00000226509
6712	ENSG00000130226_ENSG00000203335
6713	ENSG00000130226_ENSG00000233363
6714	ENSG00000130226_ENSG00000236408
6715	ENSG00000244620_ENSG00000237020
6716	ENSG00000244620_ENSG00000211914
6717	ENSG00000244620_ENSG00000211915
6718	ENSG00000244620_ENSG00000227800
6719	ENSG00000244620_ENSG00000211917
6720	ENSG00000237640_ENSG00000176402
6721	ENSG00000232530_ENSG00000128342
6722	ENSG00000184209_ENSG00000188026
6723	ENSG00000125970_ENSG00000125977
6724	ENSG00000115282_ENSG00000135637
6725	ENSG00000225144_ENSG00000221866
6726	ENSG00000223436_ENSG00000221866
6727	ENSG00000255639_ENSG00000255474
6728	ENSG00000227258_ENSG00000235285
6729	ENSG00000145692_ENSG00000132837
6730	ENSG00000227540_ENSG00000156042
6731	ENSG00000200356_ENSG00000156042
6732	ENSG00000207473_ENSG00000156042
6733	ENSG00000252774_ENSG00000169118
6734	ENSG00000212392_ENSG00000174844
6735	ENSG00000206918_ENSG00000174844
6736	ENSG00000134001_ENSG00000100554
6737	ENSG00000175449_ENSG00000145757
6738	ENSG00000010292_ENSG00000111639
6739	ENSG00000160716_ENSG00000233875
6740	ENSG00000234751_ENSG00000137478
6741	ENSG00000264026_ENSG00000227036
6742	ENSG00000147202_ENSG00000207426
6743	ENSG00000147202_ENSG00000214628
6744	ENSG00000126603_ENSG00000262686
6745	ENSG00000204370_ENSG00000150779
6746	ENSG00000113889_ENSG00000197099
6747	ENSG00000254391_ENSG00000118322
6748	ENSG00000239192_ENSG00000118322
6749	ENSG00000182376_ENSG00000103335
6750	ENSG00000152601_ENSG00000221962
6751	ENSG00000170161_ENSG00000234665
6752	ENSG00000025423_ENSG00000198056
6753	ENSG00000232070_ENSG00000165804
6754	ENSG00000266347_ENSG00000070961
6755	ENSG00000259359_ENSG00000247809
6756	ENSG00000259763_ENSG00000247809
6757	ENSG00000185551_ENSG00000247809
6758	ENSG00000159596_ENSG00000159592
6759	ENSG00000159596_ENSG00000197429
6760	ENSG00000141371_ENSG00000170832
6761	ENSG00000262133_ENSG00000167693
6762	ENSG00000173011_ENSG00000173013
6763	ENSG00000197757_ENSG00000250451
6764	ENSG00000124232_ENSG00000124159
6765	ENSG00000180385_ENSG00000206567
6766	ENSG00000168748_ENSG00000159593
6767	ENSG00000168748_ENSG00000258122
6768	ENSG00000233429_ENSG00000105991
6769	ENSG00000232769_ENSG00000068366
6770	ENSG00000253696_ENSG00000253764
6771	ENSG00000149311_ENSG00000149308
6772	ENSG00000149311_ENSG00000206967
6773	ENSG00000253921_ENSG00000177556
6774	ENSG00000145907_ENSG00000177556
6775	ENSG00000116747_ENSG00000116750
6776	ENSG00000111203_ENSG00000206044
6777	ENSG00000147121_ENSG00000224072
6778	ENSG00000251059_ENSG00000138669
6779	ENSG00000203761_ENSG00000116580
6780	ENSG00000234937_ENSG00000116580
6781	ENSG00000241177_ENSG00000239311
6782	ENSG00000260793_ENSG00000108312
6783	ENSG00000139437_ENSG00000139436
6784	ENSG00000254295_ENSG00000204758
6785	ENSG00000187786_ENSG00000204775
6786	ENSG00000264794_ENSG00000164796
6787	ENSG00000230169_ENSG00000164796
6788	ENSG00000238399_ENSG00000164796
6789	ENSG00000227514_ENSG00000164796
6790	ENSG00000263765_ENSG00000166960
6791	ENSG00000238097_ENSG00000225742
6792	ENSG00000055163_ENSG00000172568
6793	ENSG00000224418_ENSG00000102572
6794	ENSG00000240541_ENSG00000243885
6795	ENSG00000163399_ENSG00000203865
6796	ENSG00000174628_ENSG00000103550
6797	ENSG00000174628_ENSG00000261939
6798	ENSG00000174628_ENSG00000167191
6799	ENSG00000143164_ENSG00000143158
6800	ENSG00000253766_ENSG00000154162
6801	ENSG00000213430_ENSG00000154162
6802	ENSG00000168967_ENSG00000154162
6803	ENSG00000260790_ENSG00000140743
6804	ENSG00000139438_ENSG00000255650
6805	ENSG00000116039_ENSG00000226186
6806	ENSG00000231969_ENSG00000162947
6807	ENSG00000224276_ENSG00000116584
6808	ENSG00000267488_ENSG00000256515
6809	ENSG00000254349_ENSG00000254080
6810	ENSG00000130311_ENSG00000074855
6811	ENSG00000101425_ENSG00000206249
6812	ENSG00000175161_ENSG00000241648
6813	ENSG00000175161_ENSG00000239519
6814	ENSG00000118369_ENSG00000188997
6815	ENSG00000182732_ENSG00000257040
6816	ENSG00000182732_ENSG00000200298
6817	ENSG00000240990_ENSG00000253508
6818	ENSG00000252385_ENSG00000102445
6819	ENSG00000248279_ENSG00000250697
6820	ENSG00000249102_ENSG00000250697
6821	ENSG00000240376_ENSG00000250697
6822	ENSG00000158483_ENSG00000254978
6823	ENSG00000262633_ENSG00000262879
6824	ENSG00000263142_ENSG00000262879
6825	ENSG00000263650_ENSG00000262879
6826	ENSG00000248049_ENSG00000198092
6827	ENSG00000248115_ENSG00000184178
6828	ENSG00000152904_ENSG00000054267
6829	ENSG00000169085_ENSG00000206949
6830	ENSG00000264250_ENSG00000160111
6831	ENSG00000259245_ENSG00000259639
6832	ENSG00000213176_ENSG00000198752
6833	ENSG00000176635_ENSG00000226573
6834	ENSG00000176635_ENSG00000225971
6835	ENSG00000176635_ENSG00000225676
6836	ENSG00000186815_ENSG00000166578
6837	ENSG00000259295_ENSG00000242188
6838	ENSG00000235641_ENSG00000237422
6839	ENSG00000248607_ENSG00000114544
6840	ENSG00000265911_ENSG00000114544
6841	ENSG00000250012_ENSG00000114544
6842	ENSG00000260022_ENSG00000103227
6843	ENSG00000241158_ENSG00000163638
6844	ENSG00000241684_ENSG00000163638
6845	ENSG00000008086_ENSG00000102104
6846	ENSG00000249858_ENSG00000163749
6847	ENSG00000240426_ENSG00000163749
6848	ENSG00000199857_ENSG00000163749
6849	ENSG00000224982_ENSG00000252886
6850	ENSG00000231480_ENSG00000157554
6851	ENSG00000172530_ENSG00000261193
6852	ENSG00000229312_ENSG00000107282
6853	ENSG00000240925_ENSG00000089159
6854	ENSG00000164930_ENSG00000247081
6855	ENSG00000249109_ENSG00000170074
6856	ENSG00000181072_ENSG00000234352
6857	ENSG00000231244_ENSG00000234352
6858	ENSG00000207597_ENSG00000234352
6859	ENSG00000224469_ENSG00000234352
6860	ENSG00000259764_ENSG00000140479
6861	ENSG00000044115_ENSG00000146006
6862	ENSG00000179933_ENSG00000100813
6863	ENSG00000150676_ENSG00000255005
6864	ENSG00000249112_ENSG00000168916
6865	ENSG00000124532_ENSG00000112293
6866	ENSG00000112294_ENSG00000112293
6867	ENSG00000069020_ENSG00000229666
6868	ENSG00000176692_ENSG00000260944
6869	ENSG00000251860_ENSG00000129245
6870	ENSG00000257557_ENSG00000058272
6871	ENSG00000230500_ENSG00000150051
6872	ENSG00000064225_ENSG00000057019
6873	ENSG00000267327_ENSG00000260930
6874	ENSG00000243199_ENSG00000145242
6875	ENSG00000250846_ENSG00000145242
6876	ENSG00000232774_ENSG00000250548
6877	ENSG00000266696_ENSG00000141627
6878	ENSG00000257005_ENSG00000177990
6879	ENSG00000203288_ENSG00000182134
6880	ENSG00000162819_ENSG00000186063
6881	ENSG00000237647_ENSG00000104714
6882	ENSG00000183066_ENSG00000198951
6883	ENSG00000129197_ENSG00000108559
6884	ENSG00000129197_ENSG00000108561
6885	ENSG00000229922_ENSG00000226004
6886	ENSG00000010318_ENSG00000163930
6887	ENSG00000234684_ENSG00000125775
6888	ENSG00000257261_ENSG00000257496
6889	ENSG00000249504_ENSG00000249034
6890	ENSG00000168496_ENSG00000134825
6891	ENSG00000105613_ENSG00000095066
6892	ENSG00000105613_ENSG00000132026
6893	ENSG00000105613_ENSG00000265759
6894	ENSG00000172732_ENSG00000172757
6895	ENSG00000172732_ENSG00000172638
6896	ENSG00000200626_ENSG00000108018
6897	ENSG00000077157_ENSG00000229120
6898	ENSG00000077157_ENSG00000201103
6899	ENSG00000077157_ENSG00000236439
6900	ENSG00000077157_ENSG00000253042
6901	ENSG00000250629_ENSG00000249740
6902	ENSG00000226337_ENSG00000234506
6903	ENSG00000248828_ENSG00000250361
6904	ENSG00000140955_ENSG00000250685
6905	ENSG00000265257_ENSG00000200883
6906	ENSG00000254300_ENSG00000253661
6907	ENSG00000248373_ENSG00000251473
6908	ENSG00000231799_ENSG00000187764
6909	ENSG00000225460_ENSG00000187764
6910	ENSG00000264913_ENSG00000187764
6911	ENSG00000048052_ENSG00000221393
6912	ENSG00000048052_ENSG00000225000
6913	ENSG00000048052_ENSG00000222164
6914	ENSG00000048052_ENSG00000226522
6915	ENSG00000048052_ENSG00000232492
6916	ENSG00000136918_ENSG00000136942
6917	ENSG00000117859_ENSG00000078618
6918	ENSG00000230604_ENSG00000078618
6919	ENSG00000212174_ENSG00000078618
6920	ENSG00000163803_ENSG00000242915
6921	ENSG00000255189_ENSG00000255240
6922	ENSG00000254399_ENSG00000255240
6923	ENSG00000229637_ENSG00000263602
6924	ENSG00000229637_ENSG00000159184
6925	ENSG00000250049_ENSG00000264489
6926	ENSG00000250049_ENSG00000249776
6927	ENSG00000224424_ENSG00000114302
6928	ENSG00000080007_ENSG00000203907
6929	ENSG00000144451_ENSG00000213917
6930	ENSG00000176571_ENSG00000253401
6931	ENSG00000176571_ENSG00000251563
6932	ENSG00000080224_ENSG00000251172
6933	ENSG00000249631_ENSG00000248300
6934	ENSG00000118046_ENSG00000099625
6935	ENSG00000225214_ENSG00000182389
6936	ENSG00000132932_ENSG00000265546
6937	ENSG00000132932_ENSG00000180803
6938	ENSG00000132932_ENSG00000223158
6939	ENSG00000144619_ENSG00000227588
6940	ENSG00000144619_ENSG00000225310
6941	ENSG00000099822_ENSG00000267036
6942	ENSG00000099822_ENSG00000266939
6943	ENSG00000137843_ENSG00000176753
6944	ENSG00000259288_ENSG00000176753
6945	ENSG00000232344_ENSG00000171953
6946	ENSG00000153130_ENSG00000252300
6947	ENSG00000153130_ENSG00000196951
6948	ENSG00000153130_ENSG00000249754
6949	ENSG00000153130_ENSG00000241923
6950	ENSG00000166452_ENSG00000176029
6951	ENSG00000199546_ENSG00000188315
6952	ENSG00000264633_ENSG00000188315
6953	ENSG00000165084_ENSG00000248801
6954	ENSG00000165084_ENSG00000236191
6955	ENSG00000110318_ENSG00000187151
6956	ENSG00000134760_ENSG00000266729
6957	ENSG00000175065_ENSG00000266729
6958	ENSG00000207240_ENSG00000266729
6959	ENSG00000002746_ENSG00000231638
6960	ENSG00000014216_ENSG00000254614
6961	ENSG00000229450_ENSG00000249244
6962	ENSG00000143036_ENSG00000237416
6963	ENSG00000235436_ENSG00000227646
6964	ENSG00000235436_ENSG00000238358
6965	ENSG00000145777_ENSG00000253613
6966	ENSG00000134987_ENSG00000253613
6967	ENSG00000230729_ENSG00000168913
6968	ENSG00000263364_ENSG00000258272
6969	ENSG00000144792_ENSG00000214820
6970	ENSG00000129195_ENSG00000091622
6971	ENSG00000158816_ENSG00000226664
6972	ENSG00000182326_ENSG00000257078
6973	ENSG00000237217_ENSG00000223935
6974	ENSG00000252245_ENSG00000184432
6975	ENSG00000112984_ENSG00000112983
6976	ENSG00000112984_ENSG00000094880
6977	ENSG00000186187_ENSG00000103091
6978	ENSG00000110274_ENSG00000250699
6979	ENSG00000163050_ENSG00000228525
6980	ENSG00000225850_ENSG00000181274
6981	ENSG00000181072_ENSG00000223657
6982	ENSG00000259511_ENSG00000259694
6983	ENSG00000267566_ENSG00000213494
6984	ENSG00000267566_ENSG00000161574
6985	ENSG00000263923_ENSG00000151247
6986	ENSG00000263923_ENSG00000238449
6987	ENSG00000263923_ENSG00000252548
6988	ENSG00000263923_ENSG00000251437
6989	ENSG00000167157_ENSG00000236024
6990	ENSG00000231969_ENSG00000168288
6991	ENSG00000231969_ENSG00000207270
6992	ENSG00000177697_ENSG00000177700
6993	ENSG00000256357_ENSG00000186910
6994	ENSG00000256357_ENSG00000170054
6995	ENSG00000140043_ENSG00000223300
6996	ENSG00000250905_ENSG00000234828
6997	ENSG00000251482_ENSG00000234828
6998	ENSG00000240225_ENSG00000131848
6999	ENSG00000150636_ENSG00000263637
7000	ENSG00000236308_ENSG00000213341
7001	ENSG00000238157_ENSG00000175170
7002	ENSG00000228654_ENSG00000227193
7003	ENSG00000213244_ENSG00000227193
7004	ENSG00000168904_ENSG00000259228
7005	ENSG00000100359_ENSG00000229999
7006	ENSG00000267390_ENSG00000119537
7007	ENSG00000125510_ENSG00000171695
7008	ENSG00000240510_ENSG00000159409
7009	ENSG00000234663_ENSG00000238171
7010	ENSG00000179363_ENSG00000188828
7011	ENSG00000203943_ENSG00000240520
7012	ENSG00000257797_ENSG00000188089
7013	ENSG00000248288_ENSG00000049192
7014	ENSG00000205644_ENSG00000049192
7015	ENSG00000266509_ENSG00000137288
7016	ENSG00000151320_ENSG00000258580
7017	ENSG00000151320_ENSG00000259045
7018	ENSG00000223770_ENSG00000153956
7019	ENSG00000203666_ENSG00000223353
7020	ENSG00000178796_ENSG00000159409
7021	ENSG00000261471_ENSG00000103187
7022	ENSG00000249816_ENSG00000255313
7023	ENSG00000039523_ENSG00000260894
7024	ENSG00000149972_ENSG00000266616
7025	ENSG00000185065_ENSG00000070010
7026	ENSG00000227799_ENSG00000162994
7027	ENSG00000143947_ENSG00000162994
7028	ENSG00000132938_ENSG00000236758
7029	ENSG00000132938_ENSG00000179141
7030	ENSG00000233005_ENSG00000231200
7031	ENSG00000223691_ENSG00000231200
7032	ENSG00000234189_ENSG00000231200
7033	ENSG00000234207_ENSG00000231200
7034	ENSG00000171914_ENSG00000259756
7035	ENSG00000267502_ENSG00000167634
7036	ENSG00000022556_ENSG00000167634
7037	ENSG00000196704_ENSG00000265100
7038	ENSG00000113597_ENSG00000197860
7039	ENSG00000132879_ENSG00000116661
7040	ENSG00000113073_ENSG00000249637
7041	ENSG00000227258_ENSG00000230731
7042	ENSG00000234109_ENSG00000172987
7043	ENSG00000117114_ENSG00000236676
7044	ENSG00000203965_ENSG00000264271
7045	ENSG00000203965_ENSG00000251720
7046	ENSG00000259113_ENSG00000012983
7047	ENSG00000258528_ENSG00000012983
7048	ENSG00000263740_ENSG00000206560
7049	ENSG00000259460_ENSG00000134138
7050	ENSG00000267658_ENSG00000267261
7051	ENSG00000267658_ENSG00000108774
7052	ENSG00000229862_ENSG00000156508
7053	ENSG00000229862_ENSG00000223967
7054	ENSG00000180488_ENSG00000219201
7055	ENSG00000129691_ENSG00000147465
7056	ENSG00000089220_ENSG00000176834
7057	ENSG00000234607_ENSG00000116809
7058	ENSG00000237697_ENSG00000227110
7059	ENSG00000240990_ENSG00000005073
7060	ENSG00000173482_ENSG00000266149
7061	ENSG00000177426_ENSG00000238863
7062	ENSG00000166707_ENSG00000176274
7063	ENSG00000238197_ENSG00000159086
7064	ENSG00000134551_ENSG00000111215
7065	ENSG00000117114_ENSG00000234953
7066	ENSG00000224358_ENSG00000143183
7067	ENSG00000230659_ENSG00000143183
7068	ENSG00000143179_ENSG00000143183
7069	ENSG00000260266_ENSG00000140459
7070	ENSG00000261821_ENSG00000140459
7071	ENSG00000226003_ENSG00000122223
7072	ENSG00000264838_ENSG00000150672
7073	ENSG00000240174_ENSG00000150672
7074	ENSG00000255555_ENSG00000150672
7075	ENSG00000206583_ENSG00000150672
7076	ENSG00000141552_ENSG00000185813
7077	ENSG00000197826_ENSG00000232327
7078	ENSG00000196743_ENSG00000198624
7079	ENSG00000138100_ENSG00000163794
7080	ENSG00000180929_ENSG00000090097
7081	ENSG00000241490_ENSG00000174255
7082	ENSG00000162972_ENSG00000162971
7083	ENSG00000178074_ENSG00000162971
