sasid	chr	start	end	gene_name	transcript_biotype	exon_overlap_type	exon_overlaping_length	cpg_count	cpg_names
ENSG00000265460_ENSG00000141750	17	37400213	37407071	RP11-690G19.4_STAC2	protein_coding&snRNA	divergent	18089	1	CpG: 150
ENSG00000240225_ENSG00000131848	19	56879575	56879829	ZNF542_ZSCAN5A	processed_transcript&protein_coding	5UTR_5UTR	66	1	CpG: 57
ENSG00000237289_ENSG00000168781	15	43825657	43941127	CKMT1B_PPIP5K1	protein_coding&protein_coding	INTRONIC	6354	3	CpG: 87;CpG: 45;CpG: 50
ENSG00000160959_ENSG00000160957	8	145743373	145750557	LRRC14_RECQL4	protein_coding&snRNA	divergent	145	1	CpG: 153
ENSG00000226549_ENSG00000218454	17	20687955	20689038	SCDP1_HNRNPA1P19	protein_coding&snRNA	divergent	13216	1	CpG: 43
ENSG00000243840_ENSG00000115641	2	105974166	106054960	AC108058.1_FHL2	processed_transcript&protein_coding	INTRONIC	1992	1	CpG: 81
ENSG00000154898_ENSG00000214832	17	20224474	20306870	CCDC144C_UPF3AP2	processed_transcript&pseudogene	INTRONIC	1135	1	CpG: 95
ENSG00000264245_ENSG00000212719	17	21428048	21477781	RP11-822E23.4_C17orf51	processed_pseudogene&protein_coding	INTRONIC	305	1	CpG: 51
ENSG00000133216_ENSG00000225952	1	23037329	23241818	EPHB2_RP11-69E9.1	protein_coding&antisense	INTRONIC	1138	2	CpG: 113;CpG: 46
ENSG00000263612_ENSG00000254533	8	145939281	145940230	AF186192.6_AF186192.1	protein_coding&snRNA	divergent	14712	2	CpG: 118;CpG: 63
ENSG00000257878_ENSG00000111144	12	96390296	96437298	RP11-256L6.3_LTA4H	processed_transcript&protein_coding	INTRONIC	10663	1	CpG: 41
ENSG00000100024_ENSG00000178803	22	24890072	24891475	UPB1_C22orf45	protein_coding&protein_coding	5UTR_5UTR	386	1	CpG: 98
ENSG00000089248_ENSG00000198270	12	112451117	112461255	ERP29_TMEM116	protein_coding&snRNA	divergent	183	1	CpG: 94
ENSG00000100439_ENSG00000228313	14	23065581	23067855	ABHD4_AL160314.1	protein_coding&protein_coding	5UTR_5UTR	37	1	CpG: 25
ENSG00000246582_ENSG00000250714	8	23082730	23083636	RP11-1149O23.3_RP11-1149O23.4	antisense&antisense	EXON_3UTR	377	1	CpG: 82
ENSG00000235702_ENSG00000117262	1	145827202	145833118	WI2-925H4.1_GPR89A	protein_coding&snRNA	divergent	100	1	CpG: 67
ENSG00000249240_ENSG00000264929	15	65134144	65223118	AC069368.3_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	260	3	CpG: 81;CpG: 22;CpG: 60
ENSG00000251513_ENSG00000248758	5	96519300	96772921	RP11-155G15.2_CTD-2215E18.2	processed_transcript&antisense	INTRONIC	13792	1	CpG: 18
ENSG00000139687_ENSG00000231473	13	48877908	49056122	RB1_LINC00441	protein_coding&snRNA	divergent	112	1	CpG: 106
ENSG00000236867_ENSG00000100425	22	50166928	50221160	RP3-522J7.5_BRD1	processed_pseudogene&protein_coding	INTRONIC	466	6	CpG: 84;CpG: 26;CpG: 21;CpG: 45;CpG: 37;CpG: 44
ENSG00000089022_ENSG00000248594	12	112279779	112331227	MAPKAPK5_AC003029.1	protein_coding&snRNA	divergent	569	1	CpG: 87
ENSG00000169994_ENSG00000163166	2	128293375	128395303	MYO7B_IWS1	protein_coding&snRNA	divergent	8914	1	CpG: 75
ENSG00000182732_ENSG00000257040	14	72399153	73030654	RGS6_C14orf57	protein_coding&protein_coding	INTRONIC	2137	1	CpG: 118
ENSG00000167595_ENSG00000004776	19	36249041	36260766	C19orf55_HSPB6	protein_coding&snRNA	divergent	62	1	CpG: 32
ENSG00000251513_ENSG00000251054	5	96519300	96772921	RP11-155G15.2_CTD-2215E18.3	processed_transcript&lincRNA	INTRONIC	4588	1	CpG: 18
ENSG00000205339_ENSG00000254397	11	9406166	9469673	IPO7_CTD-2371O3.2	protein_coding&antisense	INTRONIC	3132	1	CpG: 63
ENSG00000177479_ENSG00000178537	3	48956251	49023815	ARIH2_SLC25A20	protein_coding&snRNA	divergent	19826	2	CpG: 137;CpG: 43
ENSG00000227245_ENSG00000144647	3	43120721	43147568	RP11-136C24.2_GTDC2	lincRNA&protein_coding	INTRONIC	591	2	CpG: 20;CpG: 64
ENSG00000235652_ENSG00000118496	6	146136374	146204797	RP11-545I5.3_FBXO30	protein_coding&snRNA	divergent	486	2	CpG: 92;CpG: 21
ENSG00000261586_ENSG00000261308	12	52214240	52216211	RP11-923I11.6_RP11-923I11.7	processed_transcript&processed_pseudogene	SINGLE_EXON_EXON	177	1	CpG: 206
ENSG00000234245_ENSG00000201105	1	145952369	145956451	RP11-94I2.4_U1	protein_coding&snRNA	divergent	7266	1	CpG: 28
ENSG00000166192_ENSG00000066933	15	72410643	72410918	SENP8_MYO9A	protein_coding&protein_coding	5UTR_5UTR	141	1	CpG: 100
ENSG00000138166_ENSG00000235874	10	112257593	112271302	DUSP5_RP11-525A16.1	protein_coding&snRNA	divergent	1640	1	CpG: 189
ENSG00000169302_ENSG00000250343	5	146614523	146767415	STK32A_CTC-255N20.1	protein_coding&snRNA	divergent	102	1	CpG: 27
ENSG00000182247_ENSG00000228171	3	23244508	23633284	UBE2E2_AC121251.1	protein_coding&unprocessed_pseudogene	INTRONIC	250	1	CpG: 85
ENSG00000115317_ENSG00000115307	2	74756486	74757639	HTRA2_AUP1	protein_coding&protein_coding	5UTR_EXON	124	1	CpG: 153
ENSG00000103415_ENSG00000153406	16	4525922	4526488	HMOX2_NMRAL1	protein_coding&protein_coding	5UTR_5UTR	71	1	CpG: 69
ENSG00000118492_ENSG00000237468	6	146920098	147136598	ADGB_RP11-715G15.1	protein_coding&snRNA	divergent	32	1	CpG: 24
ENSG00000108424_ENSG00000263766	17	45726839	45762871	KPNB1_RP11-580I16.2	protein_coding&snRNA	divergent	54	1	CpG: 147
ENSG00000182247_ENSG00000265645	3	23244508	23633284	UBE2E2_AC092038.2	protein_coding&miRNA	INTRONIC	83	1	CpG: 85
ENSG00000237188_ENSG00000131791	1	146644803	146646726	RP11-337C18.8_PRKAB2	protein_coding&snRNA	divergent	675	1	CpG: 92
ENSG00000239821_ENSG00000130520	19	18444083	18444381	Metazoa_SRP_LSM4	protein_coding&snRNA	divergent	10083	1	CpG: 69
ENSG00000108055_ENSG00000233518	10	112327446	112364394	SMC3_RP11-73H14.1	protein_coding&snRNA	divergent	16835	1	CpG: 67
ENSG00000179262_ENSG00000267458	19	13056666	13064456	RAD23A_CTC-425F1.4	protein_coding&snRNA	divergent	1366	1	CpG: 73
ENSG00000167654_ENSG00000105278	19	3880615	3928076	ATCAY_ZFR2	protein_coding&snRNA	divergent	11586	2	CpG: 18;CpG: 59
ENSG00000227781_ENSG00000204164	10	48952566	48980342	RP11-508M1.5_RP11-508M1.3	protein_coding&snRNA	divergent	1595	1	CpG: 64
ENSG00000138942_ENSG00000264141	22	31556165	31602999	RNF185_MIR3928	protein_coding&snRNA	divergent	61	1	CpG: 29
ENSG00000241127_ENSG00000236015	7	39605972	39649919	YAE1D1_AC011290.5	protein_coding&processed_pseudogene	INTRONIC	824	2	CpG: 55;CpG: 32
ENSG00000232265_ENSG00000203836	1	147634986	147635692	XXyac-YX155B6.5_NBPF24	protein_coding&snRNA	divergent	10386	4	CpG: 18;CpG: 23;CpG: 93;CpG: 26
ENSG00000254872_ENSG00000184956	11	1049877	1055284	RP13-870H17.3_MUC6	protein_coding&snRNA	divergent	13172	1	CpG: 35
ENSG00000265064_ENSG00000214530	11	72465771	72504726	MIR4692_STARD10	miRNA&protein_coding	INTRONIC	64	3	CpG: 49;CpG: 38;CpG: 41
ENSG00000126822_ENSG00000070182	14	65209697	65216191	PLEKHG3_SPTB	protein_coding&protein_coding	EXON_EXON	610	2	CpG: 39;CpG: 19
ENSG00000178252_ENSG00000223343	3	49044492	49053386	WDR6_RP13-131K19.2	protein_coding&snRNA	divergent	17072	2	CpG: 135;CpG: 126
ENSG00000242379_ENSG00000162836	1	147161372	147161681	Metazoa_SRP_ACP6	protein_coding&snRNA	divergent	18755	1	CpG: 80
ENSG00000111581_ENSG00000247363	12	69080711	69081535	NUP107_RP11-637A17.2	protein_coding&lincRNA	5UTR_5UTR	83	1	CpG: 38
ENSG00000232949_ENSG00000105889	7	22459060	22672544	AC002480.4_STEAP1B	lincRNA&protein_coding	INTRONIC	1919	2	CpG: 19;CpG: 46
ENSG00000237341_ENSG00000012211	X	49055422	49058913	SYP-AS1_PRICKLE3	protein_coding&snRNA	divergent	12578	2	CpG: 43;CpG: 46
ENSG00000166199_ENSG00000244926	11	43902386	43942494	ALKBH3_RP11-613D13.7	protein_coding&antisense	INTRONIC	10976	1	CpG: 27
ENSG00000004487_ENSG00000266802	1	23345938	23410182	KDM1A_MIR4419A	protein_coding&miRNA	INTRONIC	78	1	CpG: 101
ENSG00000111788_ENSG00000212440	12	9429828	9466684	RP11-22B23.1_SNORA75	unprocessed_pseudogene&snoRNA	INTRONIC	151	1	CpG: 41
ENSG00000004487_ENSG00000240553	1	23345938	23414551	KDM1A_RP1-184J9.2	protein_coding&processed_transcript	INTRONIC	63544	1	CpG: 101
ENSG00000265533_ENSG00000171451	18	65183595	65184217	RP11-638L3.1_DSEL	lincRNA&protein_coding	5UTR_5UTR	205	1	CpG: 90
ENSG00000196636_ENSG00000224551	7	96745899	96811075	ACN9_HMGB3P21	protein_coding&processed_pseudogene	INTRONIC	548	1	CpG: 49
ENSG00000102878_ENSG00000102871	16	67197285	67203848	HSF4_TRADD	protein_coding&snRNA	divergent	3085	2	CpG: 294;CpG: 17
ENSG00000263793_ENSG00000240553	1	23346637	23414551	MIR3115_RP1-184J9.2	miRNA&processed_transcript	INTRONIC	69	1	CpG: 101
ENSG00000229952_ENSG00000206791	1	147494087	147498172	RP6-74O6.3_U1	protein_coding&snRNA	divergent	7273	1	CpG: 28
ENSG00000228568_ENSG00000144036	2	72403110	73053170	AC006461.2_EXOC6B	processed_pseudogene&protein_coding	INTRONIC	327	1	CpG: 63
ENSG00000179715_ENSG00000258352	12	47473383	47630443	PCED1B_RP11-23J18.1	protein_coding&processed_transcript	INTRONIC	2610	2	CpG: 83;CpG: 44
ENSG00000178467_ENSG00000235236	3	49027316	49044587	P4HTM_RP13-131K19.1	protein_coding&snRNA	divergent	5899	1	CpG: 135
ENSG00000221725_ENSG00000157423	16	70841278	71264625	U6atac_HYDIN	snRNA&protein_coding	INTRONIC	118	1	CpG: 29
ENSG00000063176_ENSG00000105523	19	49122545	49133973	SPHK2_FAM83E	protein_coding&snRNA	divergent	5852	1	CpG: 67
ENSG00000257987_ENSG00000129315	12	49121215	49159569	RP11-579D7.1_CCNT1	protein_coding&snRNA	divergent	10535	1	CpG: 66
ENSG00000255153_ENSG00000078902	11	1330996	1331937	CTD-2245O6.1_TOLLIP	protein_coding&snRNA	divergent	113	1	CpG: 130
ENSG00000172375_ENSG00000188486	11	118978090	118989252	C2CD2L_H2AFX	protein_coding&snRNA	divergent	11914	3	CpG: 135;CpG: 17;CpG: 88
ENSG00000260136_ENSG00000259782	16	23464076	23468927	CTD-2270L9.4_CTD-2270L9.2	protein_coding&snRNA	divergent	5474	1	CpG: 56
ENSG00000082805_ENSG00000250132	12	1099672	1605090	ERC1_RP11-359B12.1	protein_coding&snRNA	divergent	466	1	CpG: 112
ENSG00000157654_ENSG00000232939	9	112542586	112934792	PALM2-AKAP2_RP11-406O23.2	protein_coding&snRNA	divergent	8264	1	CpG: 73
ENSG00000212458_ENSG00000178222	4	1112669	1112801	SNORA48_RNF212	protein_coding&snRNA	divergent	5320	1	CpG: 68
ENSG00000237973_ENSG00000230021	1	536813	659930	hsa-mir-6723_RP5-857K21.4	unprocessed_pseudogene&processed_transcript	INTRONIC	1544	1	CpG: 171
ENSG00000122642_ENSG00000252821	7	32997014	33046543	FKBP9_U6	protein_coding&snRNA	INTRONIC	106	1	CpG: 104
ENSG00000137872_ENSG00000259360	15	47476295	48066420	SEMA6D_RP11-142J21.1	protein_coding&antisense	INTRONIC	2055	2	CpG: 95;CpG: 123
ENSG00000221366_ENSG00000236540	22	20073578	20073665	MIR1306_AC006547.13	protein_coding&snRNA	divergent	19979	2	CpG: 76;CpG: 38
ENSG00000225146_ENSG00000199023	7	1068658	1083527	AC073957.15_MIR339	protein_coding&snRNA	divergent	5997	2	CpG: 40;CpG: 137
ENSG00000161692_ENSG00000264251	17	42785973	42829632	DBF4B_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	268	1	CpG: 32
ENSG00000168876_ENSG00000020922	11	94226792	94227201	ANKRD49_MRE11A	protein_coding&protein_coding	5UTR_5UTR	60	1	CpG: 56
ENSG00000169902_ENSG00000251451	7	65670183	65885530	TPST1_GS1-124K5.6	protein_coding&unprocessed_pseudogene	INTRONIC	1953	3	CpG: 46;CpG: 106;CpG: 79
ENSG00000174099_ENSG00000215208	12	65672420	65882024	MSRB3_RP11-316O1.1	protein_coding&processed_pseudogene	INTRONIC	1298	1	CpG: 88
ENSG00000107954_ENSG00000183128	10	105253733	105352309	NEURL_CALHM3	protein_coding&snRNA	divergent	14737	1	CpG: 127
ENSG00000244226_ENSG00000151276	3	65342050	66024225	RP11-714G12.1_MAGI1	processed_pseudogene&protein_coding	INTRONIC	1169	4	CpG: 66;CpG: 26;CpG: 168;CpG: 69
ENSG00000221312_ENSG00000188107	6	64429873	66417118	AL109922.1_EYS	miRNA&protein_coding	INTRONIC	101	1	CpG: 22
ENSG00000116675_ENSG00000229294	1	65730421	65881552	DNAJC6_RP5-1044H5.1	protein_coding&processed_transcript	INTRONIC	27067	2	CpG: 67;CpG: 52
ENSG00000255327_ENSG00000254716	11	134815475	134846593	RP11-555G19.1_RP11-555G19.4	lincRNA&lincRNA	INTRONIC	862	1	CpG: 78
ENSG00000156256_ENSG00000156253	21	30396947	30426809	USP16_RWDD2B	protein_coding&snRNA	divergent	5249	2	CpG: 40;CpG: 44
ENSG00000265997_ENSG00000002016	12	1119498	1119792	Metazoa_SRP_RAD52	protein_coding&snRNA	divergent	19143	1	CpG: 112
ENSG00000251652_ENSG00000178222	4	1107424	1126765	RP11-20I20.2_RNF212	protein_coding&snRNA	divergent	75	1	CpG: 68
ENSG00000103275_ENSG00000260710	16	1358878	1377019	UBE2I_RP11-616M22.7	protein_coding&snRNA	divergent	9712	1	CpG: 138
ENSG00000142611_ENSG00000177133	1	2985729	3355185	PRDM16_RP1-163G9.1	protein_coding&snRNA	divergent	729	1	CpG: 406
ENSG00000232139_ENSG00000165669	10	120116617	120124615	RP11-319I23.2_FAM204A	protein_coding&snRNA	divergent	14778	1	CpG: 29
ENSG00000151962_ENSG00000249041	4	155702938	155703084	RBM46_RP11-21G20.3	protein_coding&antisense	5UTR_5UTR	58	1	CpG: 92
ENSG00000078246_ENSG00000111206	12	2986386	3050306	TULP3_FOXM1	protein_coding&snRNA	divergent	181	1	CpG: 67
ENSG00000116675_ENSG00000234144	1	65730421	65881552	DNAJC6_RP5-1044H5.2	protein_coding&processed_pseudogene	INTRONIC	227	2	CpG: 67;CpG: 52
ENSG00000204424_ENSG00000204427	6	31674637	31685581	LY6G6F_ABHD16A	protein_coding&snRNA	divergent	3417	1	CpG: 48
ENSG00000137872_ENSG00000259588	15	47476295	48066420	SEMA6D_RP11-552E10.1	protein_coding&antisense	INTRONIC	2474	2	CpG: 95;CpG: 123
ENSG00000215595_ENSG00000125895	20	1184095	1188918	C20orf202_TMEM74B	protein_coding&snRNA	divergent	18037	1	CpG: 107
ENSG00000107937_ENSG00000205740	10	1034335	1065876	GTPBP4_AL359878.1	protein_coding&snRNA	divergent	55	1	CpG: 79
ENSG00000176022_ENSG00000078808	1	1167626	1170421	B3GALT6_SDF4	protein_coding&snRNA	divergent	216	1	CpG: 240
ENSG00000265533_ENSG00000263594	18	65183780	65566856	RP11-638L3.1_RP11-28O3.2	lincRNA&lincRNA	INTRONIC	3859	1	CpG: 90
ENSG00000169972_ENSG00000131584	1	1243944	1247057	PUSL1_ACAP3	protein_coding&snRNA	divergent	547	1	CpG: 281
ENSG00000260499_ENSG00000207083	16	69201004	69265033	RP11-70O5.1_U6	processed_transcript&snRNA	INTRONIC	108	1	CpG: 111
ENSG00000246528_ENSG00000137571	8	70746362	70746460	RP11-159H10.3_SLCO5A1	processed_transcript&protein_coding	5UTR_5UTR	55	1	CpG: 235
ENSG00000196810_ENSG00000159692	4	1244311	1282079	CTBP1-AS1_CTBP1	protein_coding&snRNA	divergent	571	1	CpG: 264
ENSG00000223865_ENSG00000231389	6	33048446	33049073	HLA-DPB1_HLA-DPA1	protein_coding&protein_coding	EXON_5UTR	89	1	CpG: 35
ENSG00000017797_ENSG00000251994	18	9475004	9538114	RALBP1_U2	protein_coding&snRNA	INTRONIC	143	2	CpG: 39;CpG: 108
ENSG00000162572_ENSG00000160087	1	1214444	1227409	SCNN1D_UBE2J2	protein_coding&snRNA	divergent	5180	1	CpG: 155
ENSG00000223572_ENSG00000249839	15	43985081	43991420	CKMT1A_AC011330.5	protein_coding&snRNA	divergent	8545	1	CpG: 45
ENSG00000254420_ENSG00000251323	11	78035801	78155095	RP11-452H21.1_RP11-452H21.4	antisense&lincRNA	INTRONIC	5856	1	CpG: 128
ENSG00000244743_ENSG00000057294	12	32943676	33049774	RP11-8P13.1_PKP2	processed_pseudogene&protein_coding	INTRONIC	317	1	CpG: 86
ENSG00000265533_ENSG00000265472	18	65183780	65566856	RP11-638L3.1_RP11-28O3.1	lincRNA&processed_pseudogene	INTRONIC	319	1	CpG: 90
ENSG00000224870_ENSG00000221978	1	1334899	1337426	RP4-758J18.2_CCNL2	protein_coding&snRNA	divergent	192	1	CpG: 154
ENSG00000137275_ENSG00000233763	6	3068738	3115421	RIPK1_RP1-40E16.3	protein_coding&snRNA	divergent	14741	2	CpG: 108;CpG: 83
ENSG00000008382_ENSG00000178078	19	4343521	4360082	MPND_STAP2	protein_coding&snRNA	divergent	4675	1	CpG: 69
ENSG00000187988_ENSG00000168795	9	37477349	37478314	RP11-405L18.2_ZBTB5	protein_coding&snRNA	divergent	11954	1	CpG: 129
ENSG00000006282_ENSG00000250286	17	48624447	48633213	SPATA20_RP11-94C24.8	protein_coding&snRNA	divergent	8333	2	CpG: 63;CpG: 39
ENSG00000222364_ENSG00000179406	7	65841028	65866325	U6_LINC00174	snRNA&lincRNA	INTRONIC	97	1	CpG: 79
ENSG00000224051_ENSG00000127054	1	1260144	1264277	GLTPD1_CPSF3L	protein_coding&snRNA	divergent	74	1	CpG: 114
ENSG00000204568_ENSG00000222894	6	30585483	30594172	MRPS18B_AL662800.1	protein_coding&snRNA	divergent	1402	1	CpG: 57
ENSG00000240175_ENSG00000151276	3	65342050	66024225	MAGI1-AS1_MAGI1	antisense&protein_coding	INTRONIC	31483	4	CpG: 66;CpG: 26;CpG: 168;CpG: 69
ENSG00000131771_ENSG00000171532	17	37782990	37792879	PPP1R1B_NEUROD2	protein_coding&snRNA	divergent	18795	2	CpG: 21;CpG: 51
ENSG00000170175_ENSG00000263301	17	7348377	7361026	CHRNB1_RP11-104H15.8	protein_coding&snRNA	divergent	1732	1	CpG: 46
ENSG00000069020_ENSG00000229666	5	65892173	66465423	MAST4_MAST4-AS1	protein_coding&antisense	INTRONIC	2572	3	CpG: 36;CpG: 147;CpG: 48
ENSG00000201800_ENSG00000114520	3	125165492	125239041	Y_RNA_SNX4	misc_RNA&protein_coding	INTRONIC	109	1	CpG: 52
ENSG00000264716_ENSG00000151276	3	65342050	66024225	AC106827.2_MAGI1	miRNA&protein_coding	INTRONIC	102	4	CpG: 66;CpG: 26;CpG: 168;CpG: 69
ENSG00000125356_ENSG00000125351	X	119005447	119010625	NDUFA1_UPF3B	protein_coding&snRNA	divergent	18487	2	CpG: 45;CpG: 72
ENSG00000266120_ENSG00000108576	17	28565756	28579255	RP11-354P11.2_SLC6A4	protein_coding&snRNA	divergent	2737	1	CpG: 81
ENSG00000099617_ENSG00000267493	19	1286150	1301430	EFNA2_CIRBP-AS1	protein_coding&snRNA	divergent	15911	2	CpG: 206;CpG: 33
ENSG00000169282_ENSG00000242537	3	155755487	156256545	KCNAB1_RP11-294L13.1	protein_coding&processed_pseudogene	INTRONIC	2768	1	CpG: 29
ENSG00000116678_ENSG00000224570	1	65886245	66107242	LEPR_RP11-430H12.2	protein_coding&processed_pseudogene	INTRONIC	2253	2	CpG: 84;CpG: 88
ENSG00000237059_ENSG00000122643	7	33053741	33102409	AC083863.7_NT5C3	antisense&protein_coding	INTRONIC	835	1	CpG: 93
ENSG00000254126_ENSG00000237666	2	107103882	107123396	AC108868.4_AC108868.3	protein_coding&snRNA	divergent	9758	1	CpG: 29
ENSG00000223663_ENSG00000175756	1	1314041	1314412	RP5-890O3.3_AURKAIP1	protein_coding&snRNA	divergent	3167	1	CpG: 167
ENSG00000197386_ENSG00000251075	4	3076405	3245676	HTT_HTT-AS1	protein_coding&snRNA	divergent	165	1	CpG: 33
ENSG00000265533_ENSG00000265555	18	65183780	65566856	RP11-638L3.1_RP11-638L3.3	lincRNA&lincRNA	INTRONIC	6319	1	CpG: 90
ENSG00000266944_ENSG00000267688	19	3130712	3131396	AC005262.4_AC005262.2	protein_coding&snRNA	divergent	8587	1	CpG: 29
ENSG00000225905_ENSG00000242485	1	1355622	1358071	RP4-758J18.7_MRPL20	protein_coding&snRNA	divergent	12930	2	CpG: 98;CpG: 108
ENSG00000158435_ENSG00000204634	2	101869221	101869940	C2orf29_TBC1D8	protein_coding&protein_coding	5UTR_5UTR	66	1	CpG: 84
ENSG00000122386_ENSG00000130182	16	3162558	3170518	ZNF205_ZSCAN10	protein_coding&snRNA	divergent	13241	1	CpG: 63
ENSG00000072571_ENSG00000170584	5	162887172	162918947	HMMR_NUDCD2	protein_coding&snRNA	divergent	27	1	CpG: 49
ENSG00000260900_ENSG00000260141	16	33054927	33106752	RP11-19N8.3_RP11-19N8.4	processed_pseudogene&lincRNA	INTRONIC	164	1	CpG: 114
ENSG00000258521_ENSG00000140105	14	100800122	100843142	RP11-638I2.9_WARS	antisense&protein_coding	INTRONIC	724	1	CpG: 70
ENSG00000229046_ENSG00000156304	21	33043310	33104431	HMGN1P2_SCAF4	processed_pseudogene&protein_coding	INTRONIC	311	1	CpG: 163
ENSG00000260630_ENSG00000167508	16	88739801	88753594	RP5-1142A6.3_MVD	protein_coding&snRNA	divergent	10233	1	CpG: 137
ENSG00000266644_ENSG00000176809	17	62850427	62915598	RP11-927P21.2_LRRC37A3	processed_transcript&protein_coding	INTRONIC	952	1	CpG: 108
ENSG00000173120_ENSG00000179038	11	66886737	67025141	KDM2A_AP001885.1	protein_coding&protein_coding	INTRONIC	1249	2	CpG: 155;CpG: 17
ENSG00000263753_ENSG00000265091	18	5238243	5238525	LINC00667_RP11-835E18.5	lincRNA&lincRNA	EXON_5UTR	88	1	CpG: 100
ENSG00000264947_ENSG00000260929	16	50774818	50776726	hsa-mir-3181_RP11-327F22.1	miRNA&antisense	INTRONIC	74	1	CpG: 93
ENSG00000125971_ENSG00000206582	20	33104211	33128762	DYNLRB1_Y_RNA	protein_coding&misc_RNA	INTRONIC	98	1	CpG: 43
ENSG00000105289_ENSG00000186111	19	3708104	3750811	TJP3_PIP5K1C	protein_coding&snRNA	divergent	7628	1	CpG: 81
ENSG00000224557_ENSG00000237398	6	33080225	33111102	HLA-DPB2_HLA-DPA3	processed_transcript&unprocessed_pseudogene	INTRONIC	3451	1	CpG: 18
ENSG00000204435_ENSG00000204439	6	31633010	31637847	CSNK2B_C6orf47	protein_coding&snRNA	divergent	4462	2	CpG: 42;CpG: 93
ENSG00000106540_ENSG00000231951	7	39649206	39649879	AC004837.3_AC004837.4	processed_pseudogene&antisense	SINGLE_EXON_EXON	180	1	CpG: 32
ENSG00000232491_ENSG00000177418	7	66021200	66022052	RP4-756H11.1_AC006001.1	processed_pseudogene&pseudogene	SINGLE_EXON_EXON	43	1	CpG: 102
ENSG00000232491_ENSG00000232559	7	66010631	66057373	RP4-756H11.1_GS1-124K5.12	processed_pseudogene&unprocessed_pseudogene	INTRONIC	851	2	CpG: 102;CpG: 101
ENSG00000265533_ENSG00000264104	18	65183780	65566856	RP11-638L3.1_RP11-638L3.4	lincRNA&processed_pseudogene	INTRONIC	2769	1	CpG: 90
ENSG00000188424_ENSG00000235578	22	20325663	20350457	XXbac-B33L19.3_XXbac-B33L19.4	antisense&lincRNA	INTRONIC	1164	1	CpG: 100
ENSG00000072756_ENSG00000091181	3	3168597	3192563	TRNT1_IL5RA	protein_coding&snRNA	divergent	301	1	CpG: 101
ENSG00000090581_ENSG00000007520	16	1401921	1413352	GNPTG_TSR3	protein_coding&snRNA	divergent	10	1	CpG: 122
ENSG00000236201_ENSG00000230021	1	536813	659930	WBP1LP6_RP5-857K21.4	processed_pseudogene&processed_transcript	INTRONIC	325	1	CpG: 171
ENSG00000240430_ENSG00000168781	15	43825657	43941127	AC011330.12_PPIP5K1	processed_transcript&protein_coding	INTRONIC	5511	3	CpG: 87;CpG: 45;CpG: 50
ENSG00000128626_ENSG00000262484	19	39421345	39423657	MRPS12_CTC-360G5.1	protein_coding&snRNA	divergent	18548	1	CpG: 58
ENSG00000267715_ENSG00000119559	19	1484532	1485273	CTB-25B13.6_C19orf25	protein_coding&snRNA	divergent	4978	2	CpG: 94;CpG: 155
ENSG00000234109_ENSG00000172987	10	100218872	100995619	RPL7P36_HPSE2	processed_pseudogene&protein_coding	INTRONIC	682	3	CpG: 42;CpG: 35;CpG: 38
ENSG00000137273_ENSG00000261730	6	1390066	1395832	FOXF2_RP4-668J24.2	protein_coding&snRNA	divergent	4766	1	CpG: 184
ENSG00000226763_ENSG00000167378	19	44100766	44118649	SRRM5_IRGQ	protein_coding&snRNA	divergent	480	1	CpG: 59
ENSG00000263436_ENSG00000166169	10	103361171	103361254	MIR3158-1_POLL	protein_coding&snRNA	divergent	13145	1	CpG: 38
ENSG00000267092_ENSG00000115257	19	1508378	1508962	CTB-25B13.9_PCSK4	protein_coding&snRNA	divergent	17628	7	CpG: 154;CpG: 18;CpG: 29;CpG: 23;CpG: 24;CpG: 24;CpG: 26
ENSG00000233554_ENSG00000086062	9	33166753	33167354	RP11-326F20.5_B4GALT1	antisense&protein_coding	5UTR_5UTR	73	1	CpG: 106
ENSG00000154217_ENSG00000244610	17	65373572	65693372	PITPNC1_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	267	1	CpG: 180
ENSG00000141258_ENSG00000212163	17	2240789	2284352	SGSM2_SNORD91A	protein_coding&snRNA	divergent	7126	1	CpG: 187
ENSG00000202441_ENSG00000204231	6	33161362	33168630	RNY4P10_RXRB	misc_RNA&protein_coding	INTRONIC	96	1	CpG: 64
ENSG00000262668_ENSG00000262521	16	3238209	3274779	AJ003147.9_AJ003147.8	protein_coding&snRNA	divergent	4192	1	CpG: 97
ENSG00000106330_ENSG00000224729	7	100209722	100213007	MOSPD3_PCOLCE-AS1	protein_coding&snRNA	divergent	7894	2	CpG: 140;CpG: 83
ENSG00000180822_ENSG00000137285	6	3232038	3303607	PSMG4_TUBB2B	protein_coding&snRNA	divergent	75	1	CpG: 47
ENSG00000214546_ENSG00000171532	17	37775863	37778766	AC087491.2_NEUROD2	protein_coding&snRNA	divergent	11668	2	CpG: 21;CpG: 51
ENSG00000112473_ENSG00000204231	6	33168541	33168715	SLC39A7_RXRB	protein_coding&protein_coding	5UTR_5UTR	29	1	CpG: 64
ENSG00000261086_ENSG00000214575	15	83209617	83317612	RP11-379H8.1_CPEB1	protein_coding&protein_coding	INTRONIC	19175	2	CpG: 218;CpG: 95
ENSG00000215014_ENSG00000160075	1	1510352	1511373	AL645728.1_SSU72	protein_coding&snRNA	divergent	104	1	CpG: 159
